Site_ID,Latitude,Longitude,Elevation_in_Meters,State,Species_ID,Genus,Species,Common_Name,Kingdom,Species_Functional_Type,Species_Category,Phenophase_ID,Phenophase_Category,Phenophase_Description,First_Yes_Sample_Size,Mean_First_Yes_Year,Mean_First_Yes_DOY,Mean_First_Yes_Julian_Date,SE_First_Yes_In_Days,SD_First_Yes_In_Days,Mean_NumDays_Since_Prior_No,SE_NumDays_Since_Prior_No,SD_NumDays_Since_Prior_No,Last_Yes_Sample_Size,Mean_Last_Yes_Year,Mean_Last_Yes_DOY,Mean_Last_Yes_Julian_Date,SE_Last_Yes_in_Days,SD_Last_Yes_in_Days,Mean_NumDays_Until_Next_No,SE_NumDays_Until_Next_No,SD_NumDays_Until_Next_No,Num_Individuals_with_Multiple_FirstY,Multiple_FirstY_Individual_IDs,Mean_AGDD,SE_AGDD,Mean_AGDD_in_F,SE_AGDD_in_F,Tmax_Winter,Tmax_Spring,Tmax_Summer,Tmax_Fall,Tmin_Winter,Tmin_Spring,Tmin_Summer,Tmin_Fall,Prcp_Winter,Prcp_Spring,Prcp_Summer,Prcp_Fall,Mean_Accum_Prcp,SE_Accum_Prcp,Mean_Daylength,SE_Daylength
8902,35.520927,-83.309875,634,NC,79,Fagus,grandifolia,American beech,Plantae,Deciduous broadleaf,Ornamental,501,Flowers,Open flowers,2,2013,157,2456450,0,0,7,0,0,2,2013,157,2456450,0,0,1,0,0,0,'',1400.25,0,2520.45,0,10.93,17.49,26.63,19.62,-0.8,4.11,16.03,5.65,606,454,577,226,960,0,51494,0
8902,35.520927,-83.309875,634,NC,82,Liriodendron,tulipifera,tuliptree,Plantae,Deciduous broadleaf,Ornamental,500,Flowers,Flowers or flower buds,3,2013,100,2456393,0,0,4,0,0,3,2013,139,2456432,5.66666666667,9.81495457622,9,1,1.73205080757,3,"'29930,29932,29934'",510.25,0,918.45,8.03887338846e-14,10.93,17.49,26.63,19.62,-0.8,4.11,16.03,5.65,606,454,577,226,625,0,45965,0
8902,35.520927,-83.309875,634,NC,82,Liriodendron,tulipifera,tuliptree,Plantae,Deciduous broadleaf,Ornamental,501,Flowers,Open flowers,3,2013,100,2456393,0,0,4,0,0,3,2013,133,2456426,0,0,10,0,0,3,"'29930,29932,29934'",510.25,0,918.45,8.03887338846e-14,10.93,17.49,26.63,19.62,-0.8,4.11,16.03,5.65,606,454,577,226,625,0,45965,0
8902,35.520927,-83.309875,634,NC,102,Quercus,rubra,northern red oak,Plantae,Deciduous broadleaf,"Ornamental,Allergen,Green Wave Campaign",500,Flowers,Flowers or flower buds,1,2013,96,2456389,-9999,-9999,11,-9999,-9999,1,2013,133,2456426,-9999,-9999,10,-9999,-9999,1,'29929',452.25,-9999,814.05,-9999,10.93,17.49,26.63,19.62,-0.8,4.11,16.03,5.65,606,454,577,226,625,-9999,45274,-9999
8902,35.520927,-83.309875,634,NC,102,Quercus,rubra,northern red oak,Plantae,Deciduous broadleaf,"Ornamental,Allergen,Green Wave Campaign",501,Flowers,Open flowers,1,2013,96,2456389,-9999,-9999,11,-9999,-9999,1,2013,133,2456426,-9999,-9999,10,-9999,-9999,1,'29929',452.25,-9999,814.05,-9999,10.93,17.49,26.63,19.62,-0.8,4.11,16.03,5.65,606,454,577,226,625,-9999,45274,-9999
8902,35.520927,-83.309875,634,NC,1159,Quercus,velutina,black oak,Plantae,Deciduous broadleaf,Allergen,500,Flowers,Flowers or flower buds,1,2013,106,2456399,-9999,-9999,6,-9999,-9999,1,2013,143,2456436,-9999,-9999,7,-9999,-9999,1,'29937',601.5,-9999,1082.7,-9999,10.93,17.49,26.63,19.62,-0.8,4.11,16.03,5.65,606,454,577,226,665,-9999,46656,-9999
8902,35.520927,-83.309875,634,NC,1159,Quercus,velutina,black oak,Plantae,Deciduous broadleaf,Allergen,501,Flowers,Open flowers,1,2013,106,2456399,-9999,-9999,6,-9999,-9999,1,2013,143,2456436,-9999,-9999,7,-9999,-9999,1,'29937',601.5,-9999,1082.7,-9999,10.93,17.49,26.63,19.62,-0.8,4.11,16.03,5.65,606,454,577,226,665,-9999,46656,-9999
8902,35.520927,-83.309875,634,NC,1190,Quercus,imbricaria,shingle oak,Plantae,Deciduous broadleaf,"Ornamental,Allergen",500,Flowers,Flowers or flower buds,1,2013,133,2456426,-9999,-9999,6,-9999,-9999,1,2013,133,2456426,-9999,-9999,10,-9999,-9999,0,'',957.25,-9999,1723.05,-9999,10.93,17.49,26.63,19.62,-0.8,4.11,16.03,5.65,606,454,577,226,842,-9999,49766,-9999
8902,35.520927,-83.309875,634,NC,1190,Quercus,imbricaria,shingle oak,Plantae,Deciduous broadleaf,"Ornamental,Allergen",501,Flowers,Open flowers,1,2013,133,2456426,-9999,-9999,6,-9999,-9999,1,2013,133,2456426,-9999,-9999,10,-9999,-9999,0,'',957.25,-9999,1723.05,-9999,10.93,17.49,26.63,19.62,-0.8,4.11,16.03,5.65,606,454,577,226,842,-9999,49766,-9999
8903,35.463467,-83.433441,568,NC,80,Juglans,nigra,black walnut,Plantae,Deciduous broadleaf,"Ornamental,Allergen",500,Flowers,Flowers or flower buds,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2013,127,2456420,-9999,-9999,3,-9999,-9999,0,'',-9999,-9999,-9999,-9999,11.17,17.77,26.83,19.79,-0.61,4.32,16.23,5.76,615,448,578,221,-9999,-9999,-9999,-9999
8903,35.463467,-83.433441,568,NC,80,Juglans,nigra,black walnut,Plantae,Deciduous broadleaf,"Ornamental,Allergen",501,Flowers,Open flowers,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2013,127,2456420,-9999,-9999,3,-9999,-9999,0,'',-9999,-9999,-9999,-9999,11.17,17.77,26.83,19.79,-0.61,4.32,16.23,5.76,615,448,578,221,-9999,-9999,-9999,-9999
8903,35.463467,-83.433441,568,NC,82,Liriodendron,tulipifera,tuliptree,Plantae,Deciduous broadleaf,Ornamental,500,Flowers,Flowers or flower buds,1,2013,130,2456423,-9999,-9999,3,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,'',945,-9999,1701,-9999,11.17,17.77,26.83,19.79,-0.61,4.32,16.23,5.76,615,448,578,221,823,-9999,49421,-9999
8903,35.463467,-83.433441,568,NC,82,Liriodendron,tulipifera,tuliptree,Plantae,Deciduous broadleaf,Ornamental,501,Flowers,Open flowers,1,2013,130,2456423,-9999,-9999,3,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,'',945,-9999,1701,-9999,11.17,17.77,26.83,19.79,-0.61,4.32,16.23,5.76,615,448,578,221,823,-9999,49421,-9999
8903,35.463467,-83.433441,568,NC,1019,Sassafras,albidum,sassafras,Plantae,Deciduous broadleaf,Ornamental,500,Flowers,Flowers or flower buds,1,2013,130,2456423,-9999,-9999,3,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,'',945,-9999,1701,-9999,11.17,17.77,26.83,19.79,-0.61,4.32,16.23,5.76,615,448,578,221,823,-9999,49421,-9999
8903,35.463467,-83.433441,568,NC,1172,Aesculus,flava,yellow buckeye,Plantae,Deciduous broadleaf,Ornamental,500,Flowers,Flowers or flower buds,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2013,127,2456420,-9999,-9999,3,-9999,-9999,0,'',-9999,-9999,-9999,-9999,11.17,17.77,26.83,19.79,-0.61,4.32,16.23,5.76,615,448,578,221,-9999,-9999,-9999,-9999
8903,35.463467,-83.433441,568,NC,1172,Aesculus,flava,yellow buckeye,Plantae,Deciduous broadleaf,Ornamental,501,Flowers,Open flowers,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2013,127,2456420,-9999,-9999,3,-9999,-9999,0,'',-9999,-9999,-9999,-9999,11.17,17.77,26.83,19.79,-0.61,4.32,16.23,5.76,615,448,578,221,-9999,-9999,-9999,-9999
8904,35.510715,-83.303322,612,NC,12,Cornus,florida,flowering dogwood,Plantae,Deciduous broadleaf,"Ornamental,Shady Invaders Campaign",500,Flowers,Flowers or flower buds,1,2013,120,2456413,-9999,-9999,5,-9999,-9999,1,2013,150,2456443,-9999,-9999,8,-9999,-9999,1,'29964',823.75,-9999,1482.75,-9999,11.4,18.07,27.14,20.17,-0.58,4.43,16.35,5.82,589,444,566,216,754,-9999,48384,-9999
8904,35.510715,-83.303322,612,NC,12,Cornus,florida,flowering dogwood,Plantae,Deciduous broadleaf,"Ornamental,Shady Invaders Campaign",501,Flowers,Open flowers,1,2013,120,2456413,-9999,-9999,5,-9999,-9999,1,2013,129,2456422,-9999,-9999,6,-9999,-9999,0,'',823.75,-9999,1482.75,-9999,11.4,18.07,27.14,20.17,-0.58,4.43,16.35,5.82,589,444,566,216,754,-9999,48384,-9999
8904,35.510715,-83.303322,612,NC,28,Prunus,serotina,black cherry,Plantae,Deciduous broadleaf,Ornamental,500,Flowers,Flowers or flower buds,1,2013,120,2456413,-9999,-9999,5,-9999,-9999,1,2013,150,2456443,-9999,-9999,8,-9999,-9999,1,'29965',823.75,-9999,1482.75,-9999,11.4,18.07,27.14,20.17,-0.58,4.43,16.35,5.82,589,444,566,216,754,-9999,48384,-9999
8904,35.510715,-83.303322,612,NC,28,Prunus,serotina,black cherry,Plantae,Deciduous broadleaf,Ornamental,501,Flowers,Open flowers,1,2013,120,2456413,-9999,-9999,5,-9999,-9999,1,2013,141,2456434,-9999,-9999,9,-9999,-9999,1,'29965',823.75,-9999,1482.75,-9999,11.4,18.07,27.14,20.17,-0.58,4.43,16.35,5.82,589,444,566,216,754,-9999,48384,-9999
8904,35.510715,-83.303322,612,NC,35,Syringa,chinensis,Red Rothomagensis lilac,Plantae,Deciduous broadleaf,"Ornamental,Cloned",205,Flowers,Open flowers (lilac),1,2013,107,2456400,-9999,-9999,5,-9999,-9999,1,2013,119,2456412,-9999,-9999,8,-9999,-9999,0,'',658.25,-9999,1184.85,-9999,11.4,18.07,27.14,20.17,-0.58,4.43,16.35,5.82,589,444,566,216,641,-9999,46656,-9999
8904,35.510715,-83.303322,612,NC,35,Syringa,chinensis,Red Rothomagensis lilac,Plantae,Deciduous broadleaf,"Ornamental,Cloned",206,Flowers,Full flowering (lilac),1,2013,113,2456406,-9999,-9999,6,-9999,-9999,1,2013,119,2456412,-9999,-9999,8,-9999,-9999,0,'',737.5,-9999,1327.5,-9999,11.4,18.07,27.14,20.17,-0.58,4.43,16.35,5.82,589,444,566,216,671,-9999,47347,-9999
8904,35.510715,-83.303322,612,NC,35,Syringa,chinensis,Red Rothomagensis lilac,Plantae,Deciduous broadleaf,"Ornamental,Cloned",207,Flowers,End of flowering (lilac/honeysuckle),1,2013,127,2456420,-9999,-9999,8,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,'',922.25,-9999,1660.05,-9999,11.4,18.07,27.14,20.17,-0.58,4.43,16.35,5.82,589,444,566,216,808,-9999,49075,-9999
8904,35.510715,-83.303322,612,NC,82,Liriodendron,tulipifera,tuliptree,Plantae,Deciduous broadleaf,Ornamental,500,Flowers,Flowers or flower buds,1,2013,115,2456408,-9999,-9999,6,-9999,-9999,1,2013,150,2456443,-9999,-9999,8,-9999,-9999,1,'29962',763.25,-9999,1373.85,-9999,11.4,18.07,27.14,20.17,-0.58,4.43,16.35,5.82,589,444,566,216,677,-9999,47693,-9999
8904,35.510715,-83.303322,612,NC,82,Liriodendron,tulipifera,tuliptree,Plantae,Deciduous broadleaf,Ornamental,501,Flowers,Open flowers,1,2013,115,2456408,-9999,-9999,6,-9999,-9999,1,2013,150,2456443,-9999,-9999,8,-9999,-9999,1,'29962',763.25,-9999,1373.85,-9999,11.4,18.07,27.14,20.17,-0.58,4.43,16.35,5.82,589,444,566,216,677,-9999,47693,-9999
8904,35.510715,-83.303322,612,NC,93,Tilia,americana,American basswood,Plantae,Deciduous broadleaf,"Ornamental,Allergen",500,Flowers,Flowers or flower buds,1,2013,115,2456408,-9999,-9999,6,-9999,-9999,1,2013,115,2456408,-9999,-9999,5,-9999,-9999,0,'',763.25,-9999,1373.85,-9999,11.4,18.07,27.14,20.17,-0.58,4.43,16.35,5.82,589,444,566,216,677,-9999,47693,-9999
8904,35.510715,-83.303322,612,NC,93,Tilia,americana,American basswood,Plantae,Deciduous broadleaf,"Ornamental,Allergen",501,Flowers,Open flowers,1,2013,115,2456408,-9999,-9999,6,-9999,-9999,1,2013,115,2456408,-9999,-9999,5,-9999,-9999,0,'',763.25,-9999,1373.85,-9999,11.4,18.07,27.14,20.17,-0.58,4.43,16.35,5.82,589,444,566,216,677,-9999,47693,-9999
8904,35.510715,-83.303322,612,NC,823,Carpinus,caroliniana,American hornbeam,Plantae,Deciduous broadleaf,"Ornamental,Allergen",500,Flowers,Flowers or flower buds,1,2013,135,2456428,-9999,-9999,6,-9999,-9999,1,2013,135,2456428,-9999,-9999,6,-9999,-9999,0,'',1032.25,-9999,1858.05,-9999,11.4,18.07,27.14,20.17,-0.58,4.43,16.35,5.82,589,444,566,216,818,-9999,50112,-9999
8904,35.510715,-83.303322,612,NC,823,Carpinus,caroliniana,American hornbeam,Plantae,Deciduous broadleaf,"Ornamental,Allergen",501,Flowers,Open flowers,1,2013,135,2456428,-9999,-9999,6,-9999,-9999,1,2013,135,2456428,-9999,-9999,6,-9999,-9999,0,'',1032.25,-9999,1858.05,-9999,11.4,18.07,27.14,20.17,-0.58,4.43,16.35,5.82,589,444,566,216,818,-9999,50112,-9999
8904,35.510715,-83.303322,612,NC,1172,Aesculus,flava,yellow buckeye,Plantae,Deciduous broadleaf,Ornamental,500,Flowers,Flowers or flower buds,2,2013,127,2456420,0,0,7,0,0,2,2013,132,2456425,3,4.24264068712,6,0,0,0,'',922.25,0,1660.05,0,11.4,18.07,27.14,20.17,-0.58,4.43,16.35,5.82,589,444,566,216,808,0,49075,0
8904,35.510715,-83.303322,612,NC,1172,Aesculus,flava,yellow buckeye,Plantae,Deciduous broadleaf,Ornamental,501,Flowers,Open flowers,2,2013,127,2456420,0,0,7,0,0,2,2013,132,2456425,3,4.24264068712,6,0,0,0,'',922.25,0,1660.05,0,11.4,18.07,27.14,20.17,-0.58,4.43,16.35,5.82,589,444,566,216,808,0,49075,0
8919,37.629383,-118.993515,2453,CA,165,Heracleum,maximum,common cowparsnip,Plantae,Forb,-9999,500,Flowers,Flowers or flower buds,2,2013,180,2456473,10.5,14.8492424049,10.5,3.5,4.94974746831,2,2013,197,2456490,0,0,7,0,0,0,'',1052,172.25,1893.6,310.05,5.2,13.55,24.03,16.37,-9.44,-1.43,7.7,1.01,205,48,32,117,87.5,2.5,52358.5,172.5
8919,37.629383,-118.993515,2453,CA,165,Heracleum,maximum,common cowparsnip,Plantae,Forb,-9999,501,Flowers,Open flowers,2,2013,190,2456483,0,0,14,0,0,2,2013,197,2456490,0,0,7,0,0,0,'',1224.25,0,2203.65,0,5.2,13.55,24.03,16.37,-9.44,-1.43,7.7,1.01,205,48,32,117,90,0,52186,0
8921,37.613838,-118.832924,2163,CA,27,Populus,tremuloides,quaking aspen,Plantae,Deciduous broadleaf,"Ornamental,Allergen,Calibration,Green Wave Campaign",500,Flowers,Flowers or flower buds,2,2013,105,2456398,21,29.6984848098,6,3,4.24264068712,2,2013,122,2456415,4.5,6.36396103068,8,1,1.41421356237,0,'',395.375,173.625,711.675,312.525,7.04,16.7,27.46,18.97,-8.35,0.11,9.4,1.85,133,19,20,70,11,4,46483.5,2937.5
8921,37.613838,-118.832924,2163,CA,27,Populus,tremuloides,quaking aspen,Plantae,Deciduous broadleaf,"Ornamental,Allergen,Calibration,Green Wave Campaign",501,Flowers,Open flowers,3,2013,112,2456405,14,24.248711306,7,2,3.46410161514,3,2013,126,2456419,0,0,7,0,0,0,'',453.25,115.75,815.85,208.35,7.04,16.7,27.46,18.97,-8.35,0.11,9.4,1.85,133,19,20,70,12.3333333333,2.66666666667,47462.6666667,1958.33333333
8921,37.613838,-118.832924,2163,CA,27,Populus,tremuloides,quaking aspen,Plantae,Deciduous broadleaf,"Ornamental,Allergen,Calibration,Green Wave Campaign",502,Flowers,Pollen release (flowers),3,2013,112,2456405,14,24.248711306,7,2,3.46410161514,3,2013,126,2456419,0,0,7,0,0,1,'30543',453.25,115.75,815.85,208.35,7.04,16.7,27.46,18.97,-8.35,0.11,9.4,1.85,133,19,20,70,12.3333333333,2.66666666667,47462.6666667,1958.33333333
8921,37.613838,-118.832924,2163,CA,126,Purshia,tridentata,antelope bitterbrush,Plantae,Drought deciduous broadleaf,-9999,500,Flowers,Flowers or flower buds,3,2013,117,2456410,0,0,5,0,0,3,2013,182,2456475,7,12.124355653,7,0,0,1,'30540',466.75,0,840.15,0,7.04,16.7,27.46,18.97,-8.35,0.11,9.4,1.85,133,19,20,70,15,0,48384,0
8921,37.613838,-118.832924,2163,CA,126,Purshia,tridentata,antelope bitterbrush,Plantae,Drought deciduous broadleaf,-9999,501,Flowers,Open flowers,3,2013,142,2456435,4.66666666667,8.08290376865,14.6666666667,0.666666666667,1.15470053838,3,2013,171,2456464,3.66666666667,6.35085296109,6,1,1.73205080757,0,'',750.833333333,51.6666666667,1351.5,93,7.04,16.7,27.46,18.97,-8.35,0.11,9.4,1.85,133,19,20,70,26,0,51033.3333333,460.666666667
8921,37.613838,-118.832924,2163,CA,171,Lupinus,polyphyllus,bigleaf lupine,Plantae,Forb,Nectar Connectors Campaign,500,Flowers,Flowers or flower buds,3,2013,181,2456474,14.7120509938,25.4820198048,6.33333333333,1.20185042515,2.08166599947,3,2013,224,2456517,4.04145188433,7,7,0,0,0,'',1405.83333333,281.857171769,2530.5,507.342909185,7.04,16.7,27.46,18.97,-8.35,0.11,9.4,1.85,133,19,20,70,30,4,51840,691
8921,37.613838,-118.832924,2163,CA,171,Lupinus,polyphyllus,bigleaf lupine,Plantae,Forb,Nectar Connectors Campaign,501,Flowers,Open flowers,3,2013,194,2456487,15.30068989,26.5015722804,7,0,0,3,2013,222,2456515,6.17341972582,10.6926766216,7,0,0,0,'',1619.25,296.551850441,2914.65,533.793330794,7.04,16.7,27.46,18.97,-8.35,0.11,9.4,1.85,133,19,20,70,30,4,51264,1267
8921,37.613838,-118.832924,2163,CA,436,Ericameria,nauseosa,rubber rabbitbrush,Plantae,Drought deciduous broadleaf,-9999,500,Flowers,Flowers or flower buds,3,2013,182,2456475,0,0,7,0,0,2,2013,255,2456548,10,14.1421356237,10.5,2.5,3.53553390593,0,'',1399.25,0,2518.65,0,7.04,16.7,27.46,18.97,-8.35,0.11,9.4,1.85,133,19,20,70,26,0,52531,0
8921,37.613838,-118.832924,2163,CA,436,Ericameria,nauseosa,rubber rabbitbrush,Plantae,Drought deciduous broadleaf,-9999,501,Flowers,Open flowers,3,2013,231,2456524,4.04145188433,7,7,0,0,3,2013,254,2456547,4.33333333333,7.50555349947,9,2,3.46410161514,0,'',2335.08333333,73.277488206,4203.15,131.899478771,7.04,16.7,27.46,18.97,-8.35,0.11,9.4,1.85,133,19,20,70,40.6666666667,2.66666666667,47923.3333333,502.114639411
8957,34.675453,-120.040688,335,CA,707,Heteromeles,arbutifolia,toyon ,Plantae,Evergreen broadleaf,-9999,500,Flowers,Flowers or flower buds,3,2013,102,2456395,3.33333333333,5.7735026919,3,2,3.46410161514,3,2013,236,2456529,23.3404750975,40.4268887417,2,0.57735026919,1,3,"'31985,31986,31987'",1235.5,46,2223.9,82.8,16.94,22.8,27.96,25.09,4.26,8.5,13.47,11.41,159,35,0,60,82,0,46080,461
8957,34.675453,-120.040688,335,CA,707,Heteromeles,arbutifolia,toyon ,Plantae,Evergreen broadleaf,-9999,501,Flowers,Open flowers,3,2013,100,2456393,7,12.124355653,1,0,0,3,2013,228,2456521,28.8232159513,49.9232744653,3.66666666667,1.76383420738,3.0550504633,3,"'31985,31986,31987'",1196.5,101,2153.7,181.8,16.94,22.8,27.96,25.09,4.26,8.5,13.47,11.41,159,35,0,60,80,2,45734.3333333,921.666666667
8957,34.675453,-120.040688,335,CA,708,Eriogonum,fasciculatum,Eastern Mojave buckwheat,Plantae,Drought deciduous broadleaf,-9999,500,Flowers,Flowers or flower buds,1,2013,4,2456297,-9999,-9999,2,-9999,-9999,1,2013,330,2456623,-9999,-9999,3,-9999,-9999,1,'31968',36.75,-9999,66.15,-9999,16.94,22.8,27.96,25.09,4.26,8.5,13.47,11.41,159,35,0,60,0,-9999,35251,-9999
8957,34.675453,-120.040688,335,CA,708,Eriogonum,fasciculatum,Eastern Mojave buckwheat,Plantae,Drought deciduous broadleaf,-9999,501,Flowers,Open flowers,1,2013,4,2456297,-9999,-9999,2,-9999,-9999,1,2013,330,2456623,-9999,-9999,3,-9999,-9999,1,'31968',36.75,-9999,66.15,-9999,16.94,22.8,27.96,25.09,4.26,8.5,13.47,11.41,159,35,0,60,0,-9999,35251,-9999
8959,34.675453,-120.040688,338,CA,702,Baccharis,pilularis,coyotebrush,Plantae,Evergreen broadleaf,Allergen,500,Flowers,Flowers or flower buds,2,2013,12,2456305,4,5.65685424949,1.5,0.5,0.707106781187,2,2013,361,2456654,0,0,3,0,0,2,"'31974,31975'",99.875,26.875,179.775,48.375,16.94,22.8,27.96,25.09,4.26,8.5,13.47,11.41,159,35,0,60,12,0,35424,173
8959,34.675453,-120.040688,338,CA,702,Baccharis,pilularis,coyotebrush,Plantae,Evergreen broadleaf,Allergen,501,Flowers,Open flowers,2,2013,12,2456305,4,5.65685424949,1.5,0.5,0.707106781187,2,2013,361,2456654,0,0,3,0,0,2,"'31974,31975'",99.875,26.875,179.775,48.375,16.94,22.8,27.96,25.09,4.26,8.5,13.47,11.41,159,35,0,60,12,0,35424,173
8959,34.675453,-120.040688,338,CA,702,Baccharis,pilularis,coyotebrush,Plantae,Evergreen broadleaf,Allergen,502,Flowers,Pollen release (flowers),2,2013,12,2456305,4,5.65685424949,1.5,0.5,0.707106781187,2,2013,305,2456598,7,9.89949493661,3.5,0.5,0.707106781187,2,"'31974,31975'",99.875,26.875,179.775,48.375,16.94,22.8,27.96,25.09,4.26,8.5,13.47,11.41,159,35,0,60,12,0,35424,173
8959,34.675453,-120.040688,338,CA,704,Quercus,lobata,valley oak,Plantae,Deciduous broadleaf,Allergen,500,Flowers,Flowers or flower buds,4,2013,76,2456369,2.88675134595,5.7735026919,1.75,0.478713553878,0.957427107756,4,2013,230,2456523,23.1782045609,46.3564091218,1,0,0,4,"'31989,31990,31991,31992'",847.125,44.383801944,1524.825,79.8908434991,16.94,22.8,27.96,25.09,4.26,8.5,13.47,11.41,159,35,0,60,76,0,42509,398.94903601
8959,34.675453,-120.040688,338,CA,704,Quercus,lobata,valley oak,Plantae,Deciduous broadleaf,Allergen,501,Flowers,Open flowers,4,2013,88,2456381,1.65831239518,3.31662479036,2,0.707106781187,1.41421356237,4,2013,193,2456486,26.7176595781,53.4353191563,1,0,0,4,"'31989,31990,31991,31992'",1017.0625,23.9261831386,1830.7125,43.0671296495,16.94,22.8,27.96,25.09,4.26,8.5,13.47,11.41,159,35,0,60,77.5,1.5,44150.25,165.41733837
8959,34.675453,-120.040688,338,CA,704,Quercus,lobata,valley oak,Plantae,Deciduous broadleaf,Allergen,502,Flowers,Pollen release (flowers),4,2013,91,2456384,1.70171482139,3.40342964278,2.5,0.5,1,4,2013,193,2456486,26.7176595781,53.4353191563,1,0,0,4,"'31989,31990,31991,31992'",1065.125,25.5523359989,1917.225,45.994204798,16.94,22.8,27.96,25.09,4.26,8.5,13.47,11.41,159,35,0,60,79,1.73205080757,44496,165.373818968
8959,34.675453,-120.040688,338,CA,705,Quercus,agrifolia,California live oak,Plantae,Evergreen broadleaf,Allergen,500,Flowers,Flowers or flower buds,1,2013,81,2456374,-9999,-9999,2,-9999,-9999,1,2013,135,2456428,-9999,-9999,2,-9999,-9999,1,'31984',924,-9999,1663.2,-9999,16.94,22.8,27.96,25.09,4.26,8.5,13.47,11.41,159,35,0,60,76,-9999,43200,-9999
8959,34.675453,-120.040688,338,CA,705,Quercus,agrifolia,California live oak,Plantae,Evergreen broadleaf,Allergen,501,Flowers,Open flowers,1,2013,85,2456378,-9999,-9999,1,-9999,-9999,1,2013,112,2456405,-9999,-9999,1,-9999,-9999,1,'31984',981,-9999,1765.8,-9999,16.94,22.8,27.96,25.09,4.26,8.5,13.47,11.41,159,35,0,60,76,-9999,43891,-9999
8959,34.675453,-120.040688,338,CA,705,Quercus,agrifolia,California live oak,Plantae,Evergreen broadleaf,Allergen,502,Flowers,Pollen release (flowers),1,2013,85,2456378,-9999,-9999,1,-9999,-9999,1,2013,105,2456398,-9999,-9999,2,-9999,-9999,1,'31984',981,-9999,1765.8,-9999,16.94,22.8,27.96,25.09,4.26,8.5,13.47,11.41,159,35,0,60,76,-9999,43891,-9999
8959,34.675453,-120.040688,338,CA,707,Heteromeles,arbutifolia,toyon ,Plantae,Evergreen broadleaf,-9999,500,Flowers,Flowers or flower buds,1,2013,93,2456386,-9999,-9999,1,-9999,-9999,1,2013,227,2456520,-9999,-9999,4,-9999,-9999,1,'31988',1098,-9999,1976.4,-9999,16.94,22.8,27.96,25.09,4.26,8.5,13.47,11.41,159,35,0,60,82,-9999,44928,-9999
8959,34.675453,-120.040688,338,CA,708,Eriogonum,fasciculatum,Eastern Mojave buckwheat,Plantae,Drought deciduous broadleaf,-9999,500,Flowers,Flowers or flower buds,1,2013,99,2456392,-9999,-9999,1,-9999,-9999,1,2013,337,2456630,-9999,-9999,3,-9999,-9999,1,'31969',1189.5,-9999,2141.1,-9999,16.94,22.8,27.96,25.09,4.26,8.5,13.47,11.41,159,35,0,60,82,-9999,45619,-9999
8959,34.675453,-120.040688,338,CA,708,Eriogonum,fasciculatum,Eastern Mojave buckwheat,Plantae,Drought deciduous broadleaf,-9999,501,Flowers,Open flowers,1,2013,106,2456399,-9999,-9999,1,-9999,-9999,1,2013,361,2456654,-9999,-9999,3,-9999,-9999,1,'31969',1285.75,-9999,2314.35,-9999,16.94,22.8,27.96,25.09,4.26,8.5,13.47,11.41,159,35,0,60,82,-9999,46656,-9999
8959,34.675453,-120.040688,338,CA,1015,Sambucus,nigra-cerulea,blue elderberry,Plantae,Deciduous broadleaf,Ornamental,500,Flowers,Flowers or flower buds,3,2013,71,2456364,11,19.0525588833,1.66666666667,0.333333333333,0.57735026919,3,2013,194,2456487,25,43.3012701892,2.33333333333,0.333333333333,0.57735026919,3,"'31977,31978,31979'",790.166666667,153.916666667,1422.3,277.05,16.94,22.8,27.96,25.09,4.26,8.5,13.47,11.41,159,35,0,60,60.6666666667,10.6666666667,41932.6666667,1497.66666667
8959,34.675453,-120.040688,338,CA,1015,Sambucus,nigra-cerulea,blue elderberry,Plantae,Deciduous broadleaf,Ornamental,501,Flowers,Open flowers,3,2013,99,2456392,3,5.19615242271,1.66666666667,0.333333333333,0.57735026919,3,2013,164,2456457,21.3411444033,36.9639463983,2.66666666667,0.333333333333,0.57735026919,3,"'31977,31978,31979'",1189.5,45.75,2141.1,82.35,16.94,22.8,27.96,25.09,4.26,8.5,13.47,11.41,159,35,0,60,82,0,45619.3333333,345.666666667
8984,37.632114,-118.994278,2464,CA,171,Lupinus,polyphyllus,bigleaf lupine,Plantae,Forb,Nectar Connectors Campaign,500,Flowers,Flowers or flower buds,3,2013,199,2456492,2.33333333333,4.04145188433,7,0,0,3,2013,225,2456518,8.08290376865,14,12.3333333333,4.84194634878,8.38649708361,1,'30521',1362.33333333,44.0833333333,2452.2,79.35,5.1,13.4,23.9,16.24,-9.54,-1.57,7.58,0.9,206,49,32,118,90,0,51379,115
